smiles,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53
O=c1nc([O-])n(Cl)c(=O)n1Cl,0,0,0,0,0,0,0,0,0,0,0,0
CCCCN(CCCC)c1ccc(C(=O)c2ccccc2C(=O)O)c(O)c1,0,0,0,0,,0,,1,0,,1,
CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,0,0,0,0,0,0,0,,0,0,0,0
COC(=O)c1ccc(C=O)cc1,0,0,0,0,0,0,0,0,0,0,0,0
Cc1ccco1,0,0,0,0,0,0,0,1,0,0,0,0
CC(C#N)CCC#N,0,0,0,0,0,0,0,0,0,0,0,0
CC(=O)N[C@@H](CC(C)C)C(=O)O,0,0,0,0,,0,0,0,0,0,0,0
C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6C[C@@H](O)[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,,1,0,1,1,1,,,,0,1,1
NNc1nnc(NN)c2ccccc12,,,,,,,,0,,0,,
Cc1c[nH]cn1,0,0,0,0,0,0,0,0,0,0,0,0
CCCCCC(O)/C=C/C=O,0,0,0,0,0,0,0,,0,,0,0
Cn1c(=O)c2c(ncn2C)n(C)c1=O.O=C(O)CC(O)(CC(=O)O)C(=O)O,0,0,0,0,0,0,0,0,0,0,0,0
CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)[O-])=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)C(=O)C1=O,,,,,,,,0,,0,,
CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,0,0,0,0,0,0,0,,0,,0,0
Cn1c([N+](=O)[O-])cnc1COC(N)=O,0,0,0,0,0,0,0,0,0,0,0,0
OC(c1ccc(F)cc1)(c1cncnc1)c1ccccc1Cl,0,0,,1,,1,0,0,0,0,0,0
c1cc(OCC2CO2)ccc1Cc1ccc(OCC2CO2)cc1,0,0,0,,0,0,,1,0,,0,1
Oc1ccccc1[Hg]Cl,0,1,,,,1,,,,,,
C[C@@H]1O[C@@H]1P(=O)([O-])[O-],0,0,0,0,1,0,0,,0,,0,0
COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,0,0,0,0,1,0,0,0,0,0,0,0
COC(=O)c1cncn1C(C)c1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0
COc1cc(NCCCC(C)N)c2ncccc2c1,0,0,1,,,0,0,,,,,1
N[C@H]1[C@@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@H]12,0,1,0,1,,,1,1,0,0,,1
c1ccc(-c2nc[nH]c2-c2ccccc2)cc1,0,0,0,0,0,0,0,,0,0,,1
NC(=O)N1c2ccccc2CC(=O)c2ccccc21,0,0,,0,0,0,0,0,0,0,0,0
CCN(CC)CC(=O)Nc1c(C)cc(C)cc1C,0,0,0,,0,0,0,0,0,0,0,0
CC(=O)NCCCCCC(=O)O,0,0,,0,0,0,0,0,0,0,0,0
O=C(O)c1cc(=O)c2ccccc2o1,0,0,0,0,0,0,0,,0,0,0,0
CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2SCC4)CC1,0,0,0,0,0,0,0,0,0,0,0,0
CNC(=O)OCc1cccc(COC(=O)NC)n1,0,0,0,0,0,0,0,,0,,0,0
O=C(O)CCCCCCCCCCCBr,0,,0,,0,0,,,0,0,,0
C=C1C(=O)O[C@H]2[C@H]1CCC(C)=CCC[C@@]1(C)O[C@@H]21,0,1,,,,,,,,,0,1
C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)/C=C/[C@H](C)C(C)C)C[C@@H](O)C[C@@H]1O,0,0,0,,0,0,,,0,,0,
CCCN(CC)CC1COC2(CCC(C(C)(C)C)CC2)O1,0,0,0,0,0,0,0,0,0,0,,0
CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],0,,,,,,,,0,,1,
COc1cccc2c1[C@@H]1CN(CCCCn3c(=O)[nH]c4c(sc5ncc(-c6ccccc6)nc54)c3=O)C[C@@H]1CO2,0,,0,,,0,,,,,1,
C[C@@H]1C[C@H]2C3C[C@H](F)C4=CC(=O)C=CC4(C)[C@@]3(F)[C@@H](O)CC2(C)[C@@]1(O)C(=O)COC(=O)C(C)(C)C,1,1,,,0,0,0,,0,,1,0
COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1,0,0,0,0,,0,0,,0,,0,0
CC(C)C(=O)c1c(C(C)C)nn2ccccc12,0,0,0,0,0,0,0,0,0,0,0,0
C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)[O-],,,,,,,,0,,0,,
CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1,0,0,0,0,0,0,0,,0,,0,0
CCCCCCCCCCCCCCCCSCC(COC)COP(=O)([O-])OCC[N+](C)(C)C,0,0,0,0,0,0,0,,0,,,0
C[C@@H]1[C@@H]2Cc3ccc(O)cc3[C@@]1(C)CCN2CC1CC1,0,,0,0,0,0,0,,0,,0,0
CCN(CC)CCn1c(=O)c(Cc2ccc(OC)cc2)nc2ccccc21,0,0,0,0,0,0,0,,0,,0,0
C=C(C)C(=O)OCCCC,,0,,,0,0,0,0,0,0,0,0
CC(C)(C)OCC1CO1,,0,0,0,0,0,0,0,0,0,0,0
CCCCOCC1CO1,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)(C)OC=O,0,0,0,0,0,0,0,0,0,0,,0
CCCCn1cc[n+](C)c1C.O=S(=O)([O-])C(F)(F)F,0,0,0,0,0,0,0,,0,0,0,0
CC(C)(C)OOC(=O)c1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0
O=C1[N-]C(=O)c2ccccc21,0,0,0,0,0,0,0,0,0,0,0,0
C=C[Si](OCCOC)(OCCOC)OCCOC,0,0,0,0,0,0,0,0,0,0,0,0
CCCCCCCCCCCl,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C,0,0,0,0,0,0,1,0,0,0,0,0
CCCN(CCC)C(=O)C(CCC(=O)O)NC(=O)c1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0
CCC1(c2ccccc2)C(=O)NCNC1=O,0,0,0,0,0,0,0,0,0,0,0,0
CCC(C)(C)OC,0,0,0,0,1,,0,0,0,0,0,0
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CCC2=O,1,1,0,,1,1,0,0,0,0,0,0
CCCCCON=O,0,0,0,0,0,0,0,0,0,0,0,0
CN(N=O)C(N)=O,0,0,0,0,0,0,0,0,0,1,0,0
COc1cccc(N)c1,0,0,,0,0,0,,1,0,0,,0
CC(C)=CCCC(C)CCOC=O,0,0,0,,0,0,0,,0,,0,0
CN(C)CCC=C1c2ccccc2CCc2ccccc21,0,0,0,0,0,0,,0,0,0,,0
CO[C@H]1C=CO[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,0,0,0,,,0,,,0,,1,
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=NOCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O,0,0,0,0,0,0,0,0,0,0,0,0
CCC(=O)c1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)(C)c1ccc(OC(=O)c2ccccc2O)cc1,0,0,,,1,0,0,0,1,0,1,0
CCOC(=O)C(=O)OCC,0,0,0,0,0,0,0,0,0,0,0,0
O=S(=O)(O)c1ccc(Cl)cc1,0,0,0,0,0,0,0,0,0,0,0,0
O=C(Nc1ccccc1)c1cc(Cl)ccc1O,0,0,1,,,,0,1,0,,,
CCO[Si](CCCS)(OCC)OCC,0,0,0,0,0,0,0,0,0,0,0,0
CNC(=O)Oc1cccc2c1OC(C)(C)O2,0,0,0,0,0,0,0,1,0,0,0,0
CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1,0,0,1,,,0,,1,0,0,,0
O=C1O[C@H]([C@@H](O)CO)C([O-])=C1O,0,0,0,0,0,0,0,0,0,0,0,0
O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,0,0,0,0,1,0,0,0,0,0,0,0
COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)CC(=O)O,0,0,1,0,0,0,0,0,0,0,,0
C1C2OC2C2C1C1CC2C2OC12,0,0,0,0,0,0,0,0,0,0,0,0
ClC1=C(Cl)[C@]2(Cl)[C@@H]3[C@@H]4C[C@H]([C@@H]3[C@@]1(Cl)C2(Cl)Cl)[C@H]1O[C@@H]41,0,,0,,,,0,,0,0,1,0
OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl,0,0,0,,,,,,0,,1,
O1[As]2O[As]3O[As]1O[As](O2)O3,1,1,0,0,1,0,,,0,,0,
CC(=O)Oc1ccccc1C(=O)O,0,0,0,0,0,0,0,0,0,0,0,0
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,0,0,1,0,0,0,0,1,0,0,1,0
CCN(CC)C(C)=O,0,0,0,0,0,0,0,0,0,0,0,0
O=S(=O)([O-])O.[Na+],0,0,0,0,0,0,0,0,0,0,,0
Cc1cc(CC(=O)[O-])n(C)c1C(=O)c1ccc(Cl)cc1,1,0,0,0,0,0,0,1,0,0,0,0
N#C[N-]C#N,0,0,0,0,0,0,0,0,0,0,0,0
COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC/C=C/c2ccccc2)C1c1cccc([N+](=O)[O-])c1,0,,1,,,0,,1,,0,1,0
c1cnc2c(c1)ccc1cccnc12,0,0,1,,,0,0,,0,1,0,1
ClSC(Cl)(Cl)Cl,0,0,0,0,0,0,0,,0,0,0,0
CCC=CC#N,0,0,,0,0,0,0,0,0,0,,0
CC=CCC#N,0,0,0,,,0,0,0,0,0,,0
CCCCCC[C@@H](O)C/C=C\CCCCCCCC(=O)O,0,0,0,0,0,0,0,,0,,0,0
CCC(C)(NC(=O)c1cc(Cl)c(C)c(Cl)c1)C(=O)CCl,0,,0,,,,,,,1,,1
CO/N=C(/C(=O)OC)c1ccccc1CON=C(C)c1cccc(C(F)(F)F)c1,0,,,,,,,1,0,0,,1
NCCO.O=C(O)c1nc(Cl)ccc1Cl,0,0,0,0,0,0,0,0,0,0,0,0
O=c1oc2ccccc2c(O)c1C(CC(O)c1ccc(-c2ccc(Br)cc2)cc1)c1ccccc1,0,,0,0,0,0,1,,0,,1,1
N[Pt](N)(Cl)Cl,0,0,0,0,0,0,0,1,0,0,,0
O=C(O)c1cc(Cl)cc(Cl)c1,,,0,0,0,0,0,0,0,0,0,0
O=C(O)c1ccc(Cl)c(Cl)c1,0,0,0,0,0,0,0,0,0,0,0,0
O=S(=O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,0,0,0,0,,0,0,,0,0,1,0
CC1(C)C(=O)N(Cl)C(=O)N1Cl,0,0,0,0,1,0,0,0,0,0,0,0
C=CCOC(=O)COCCC(C)C,0,0,0,0,0,0,0,,0,0,0,0
CC[C@H](C)COC(=O)/C=C/c1ccc(/N=C/c2ccc(OC)cc2)cc1,0,0,,,1,0,0,,1,0,,0
O=Cc1cccc(Oc2ccccc2)c1,0,0,0,0,,0,0,0,0,0,0,0
CC(C=O)=Cc1ccccc1,,,0,,0,0,0,0,0,0,0,0
Cc1ccc2oc(=O)ccc2c1,0,0,0,0,0,0,0,,0,0,0,0
CCCC[Sn](CCCC)(CCCC)OC(=O)c1ccccc1,0,,,,,,1,1,,1,1,
CCOC(=S)SSC(=S)OCC,0,0,0,0,0,0,0,0,0,0,0,0
CCCCCCCCCC[N+](C)(CCCCCCCCCC)CCC[Si](OC)(OC)OC,0,,0,,0,,,,,,,
CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,0,0,0,1,1,1,,,0,,,
CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@@H]21,1,1,0,1,0,0,,,0,0,,1
N[C@H]1C(O)O[C@H](CO)[C@H](O)[C@@H]1O,0,0,0,0,0,0,0,0,0,0,0,0
CC[C@H]1CC[C@H](NCc2cc3c(cc2OC)[C@H]2C[C@H]2C(=O)N3C)[C@H](c2ccccc2)N1,0,,0,,,0,,0,,0,0,1
NC(=O)Oc1ccc(Cc2ccccc2)cc1,0,0,0,0,1,,0,,0,,1,0
CC(C)(C)C(=O)Oc1ccc(S(=O)(=O)Nc2ccccc2C(=O)NCC(=O)[O-])cc1,1,1,1,0,0,0,0,0,0,0,0,0
FC(F)(F)c1cccc(C2=CCN(CCc3ccc4ccccc4c3)CC2)c1,0,0,0,0,0,0,0,1,0,0,,0
Oc1cn2c(n1)Nc1ccc(Cl)c(Cl)c1C2,0,0,1,0,0,0,0,,0,0,0,0
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)c1cccc(S(=O)(=O)[O-])c1,1,1,,,1,0,0,,,,0,0
COc1ccc(C(=O)/C(Br)=C\C(=O)O)cc1,0,,0,,,,1,,1,,0,1
CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,0,0,0,0,0,0,0,,0,,0,0
COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)COc2ccc(OC)cc2)[C@@H]1OC,0,0,,0,0,0,0,0,0,0,0,0
CN(Cc1ccccc1)Cc1ccccc1,0,0,0,0,0,0,0,,0,,0,0
O=C(NNCNNC(=O)c1ccncc1)c1ccncc1,0,0,1,0,0,0,0,,0,,,0
O=C([O-])[C@H](CC(=O)N1C[C@H]2CCCC[C@H]2C1)Cc1ccccc1.O=C([O-])[C@H](CC(=O)N1C[C@H]2CCCC[C@H]2C1)Cc1ccccc1,0,0,0,0,1,0,0,,0,,0,0
CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])O)C(O)C(=O)NCCC(=O)NCCS,0,0,,0,1,0,0,,0,,0,0
Clc1cc(Cl)c(Cl)cc1Cl,0,0,0,0,1,0,0,0,0,0,0,0
CCCCCCCOC(=O)CCC,0,0,0,0,0,0,0,0,0,0,0,0
CCOP(=S)(OCC)OP(=S)(OCC)OCC,0,0,0,0,0,0,0,0,0,0,,0
CC(C)CCCCCCOC(=O)CCCCC(=O)OCCCCCCC(C)C,0,0,0,0,0,0,0,0,0,0,0,0
CCC(O)OCCCOC,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)(C)c1n[nH]c(=S)n(N)c1=O,0,0,,0,0,0,0,0,0,0,0,0
O=[N+]([O-])c1cc(C2CCCCC2)c(O)c([N+](=O)[O-])c1,0,,0,,,0,,,0,,1,0
O=[N+]([O-])c1cccc([N+](=O)[O-])c1,0,0,0,0,,0,0,1,0,0,0,0
O=[N+]([O-])c1ccccc1[N+](=O)[O-],0,0,1,,0,0,0,1,0,0,1,0
CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,0,,0,0,0,0,1,1,0,0,,0
Cc1ccc(O)cc1C,0,0,0,0,0,0,0,0,0,0,0,0
Cc1cccc(C)c1O,0,0,0,0,0,0,0,0,0,0,0,0
C=CCC1(C(C)CC)C(=O)NC(=O)NC1=O,,,,,,,,0,,0,,
O=C(O)c1c(O)c(-c2ccccc2)nc2ccccc12,,,,,,,,0,,0,,
COc1ccc([C@@H]2Sc3ccccc3NC(=O)[C@@H]2O)cc1,,,,,,,,0,,0,,
CN1C2CCC(C)(C)C1CC(OC(=O)C(O)(c1cccs1)c1cccs1)C2,,,,,,,,0,,0,,
CCc1cccc2c(CCO)c[nH]c12,,,,,,,,0,,0,,
CCC(=O)C(CCN(C)C)(c1ccccc1)c1ccccc1,,,,,,,,0,,0,,
Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)Cl,,,,,,,,0,,0,,
CCC(C(=O)OCCN1CCOC(c2ccccc2)C1C)c1ccccc1,,,,,,,,0,,0,,
CC(C)(C)c1ccc(C(=O)CCCCl)cc1,,,,,,,,0,,0,,
CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,0,0,0,0,0,0,0,0,0,0,0,0
CC(=O)Nc1ccc(O)cc1,0,0,0,0,0,0,0,0,0,0,0,0
CC(N)=O,0,0,0,0,0,0,0,0,0,0,0,0
CC=O,0,,,1,,,,,0,,1,
COC(=O)/C=C\C(=O)OC,0,0,0,0,0,0,,1,0,0,0,0
O=C(Nc1ccc(Cl)c(Cl)c1)c1cc(Cl)cc(Cl)c1O,0,,1,,,,,,0,1,1,1
Cc1cc(SCc2sc(-c3ccc(C(F)(F)F)c(F)c3)nc2C)ccc1OCC(=O)O,0,0,,,0,0,1,,0,,,
CC#N,0,0,0,0,0,0,0,0,0,0,0,0
COc1cc(Br)c(C[N+]2(CCOCCC3CCC4CC3C4(C)C)CCOCC2)cc1OC,0,0,0,,0,0,0,,0,,,0
c1ccc(CCCc2ccncc2)cc1,0,0,0,1,0,0,0,,0,1,1,0
CC(=O)Nc1ccc(C)cc1C,0,0,0,0,0,0,0,0,0,0,0,0
CC1(C)S[C@@H]2[C@H](NC(=O)[C@@H](c3ccccc3)S(=O)(=O)[O-])C(=O)N2[C@H]1C(=O)[O-],0,0,0,0,0,0,0,0,0,0,0,0
Oc1cccc(-c2c3nc(c(-c4cccc(O)c4)c4ccc([nH]4)c(-c4cccc(O)c4)c4ccc(n4)c(-c4cccc(O)c4)c4ccc2[nH]4)CC3)c1,0,,1,,,0,0,,0,,,
N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O,1,1,0,,1,1,0,,0,,0,0
C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,1,1,,,1,1,0,,0,,,0
CCOC(=O)CC(C(C)=O)C(C)=O,0,0,0,0,0,0,0,0,0,0,0,0
Cc1c(C)c2c(c(C)c1OC(=O)CCC(=O)OCCO)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,0,0,0,0,0,0,,1,0,0,0,
CC(CC(c1ccccc1)c1ccccc1)NC(C)(C)C,0,0,0,0,0,0,,,0,,,0
Cc1cccc(N)n1,0,0,0,0,0,0,0,0,0,0,0,0
C=C(C)C(=O)OCC(C)(C)COC(=O)C(=C)C,0,0,0,0,0,0,0,0,0,0,0,0
O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,0,0,0,,,0,,,0,0,,
C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)O,1,1,,,,0,0,,,,0,0
CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@H]3C(=O)[O-])c2ccccc2)C(=O)C1=O,,,,,,,,0,,0,,
CN(N=O)c1ccc([N+](=O)[O-])cc1,0,0,1,0,0,0,0,,0,0,0,0
COc1cc(C(=O)OC(COCCC(C)C)CN2CCOCC2)cc(OC)c1OC,0,0,0,0,0,0,0,0,0,0,0,0
CC(=O)Oc1ccc(C2(c3ccc(OC(C)=O)cc3)Oc3ccccc3NC2=O)cc1,0,0,0,0,,,0,0,0,0,,1
COc1ccc2c(C(=S)N(C)CC(=O)O)cccc2c1C(F)(F)F,0,0,0,0,0,0,,0,0,0,0,0
CN1CCC(N(Cc2cccs2)c2ccccc2)CC1,0,0,0,0,0,0,0,0,0,,,0
O=C1[C@H]2[C@@H]3CC[C@@H](C3)[C@H]2C(=O)N1CCCCN1CCN(c2ncccn2)CC1,0,0,0,0,0,0,0,0,0,0,0,0
CC(COc1ccccc1)NN,0,0,0,0,0,0,0,0,0,0,0,0
CCCN(CCC)C(=O)C(CCC(=O)OCCCN1CCN(CCOC(=O)Cc2c(C)n(C(=O)c3ccc(Cl)cc3)c3ccc(OC)cc23)CC1)NC(=O)c1ccccc1,0,,1,,1,1,,,0,,,0
CCOP(=O)(CC)Oc1ccc([N+](=O)[O-])cc1,0,0,0,1,0,0,0,,0,0,0,
CC(C)(O)c1ccc(C(C)(C)O)cc1,0,0,0,0,0,0,0,0,0,0,0,0
O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(Cl)c1,0,0,1,,,0,,1,0,0,1,1
C1C[C@H]2[C@@H]3CC[C@H](C3)[C@H]2C1,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)(c1ccccc1)c1ccc(O)c(C(C)(C)c2ccccc2)c1,0,,0,,,,,,0,,1,
C=C[Si](OC)(OC)OC,0,0,0,0,0,0,0,0,0,0,0,0
CCCCCCCCCCCCCCCCCC(=O)[O-].OCC[NH+](CCO)CCO,0,0,1,0,1,1,0,,0,0,,0
CN(C)CCN(C)CCN(C)C,,0,0,0,0,0,0,0,0,0,,0
Oc1ccc(Cl)c(Cl)c1,0,0,,0,,1,0,1,0,0,1,0
Oc1c(Cl)cccc1Cl,,0,0,,0,0,0,0,0,0,0,0
Cc1ccccc1C=O,0,0,0,0,0,0,0,,0,0,0,0
Oc1cc(Cl)cc(Cl)c1,0,0,0,,0,0,0,,0,0,1,
Oc1cccc(Cl)c1Cl,0,0,0,0,0,0,0,0,0,0,1,0
Clc1cccc(Cl)c1,0,0,0,0,0,0,0,0,0,0,0,0
Oc1cc(Cl)ccc1Cl,0,0,0,0,0,0,0,0,0,0,1,0
CCCCSCCCC,0,0,0,0,0,0,0,0,0,0,0,0
CCCN(CCC)c1c([N+](=O)[O-])cc(C(C)C)cc1[N+](=O)[O-],0,0,0,0,0,0,0,0,0,0,1,0
CCc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2,0,0,0,,0,0,,,0,,,
c1cc2c(c(NC3=NCCN3)c1)CCCC2,0,0,,0,0,0,0,,0,,0,0
NS(=O)(=O)c1cc2c(cc1Cl)NC(Cc1ccccc1)NS2(=O)=O,0,0,0,0,0,0,0,,0,,0,0
CC(C)C1(C)N=C(c2nc3ccccc3cc2C(=O)O)NC1=O,0,0,0,0,0,0,0,0,0,0,0,0
O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,0,0,0,0,,0,0,0,,0,0,0
Clc1ccccc1-c1nc(-c2ccncc2)no1,0,0,1,,1,0,0,1,1,0,0,0
O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,0,0,0,0,,0,1,,0,0,0,0
CC[C@]12CCCN3CCc4c(n(c5ccccc45)C(=O)C1)[C@@H]32,0,0,0,1,0,,0,,0,0,0,1
CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,0,,0,,,0,,1,0,,,0
CC(C)N1C(=O)N(c2ccccc2)CSC1=NC(C)(C)C,0,,0,,,0,,0,0,,,
O=C(O)Cc1c[nH]c2ccccc12,0,0,1,0,0,0,0,0,0,0,0,0
O=Cc1ccc(F)cc1,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)Cc1ccc(C(C)C(=O)O)cc1,0,0,0,0,1,0,0,0,0,0,1,0
Oc1cccc2cccnc12,0,0,0,,0,,,1,0,1,0,1
c1ccc2[nH]ccc2c1,0,0,1,0,0,0,0,0,0,0,0,0
CCCSP(=O)(OCC)Oc1ccc(Br)cc1Cl,0,0,1,,0,0,0,,0,0,1,0
CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21,0,0,,,,0,,,0,0,,0
CCN1CCC[C@H]1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,0,0,0,0,0,0,,0,0,0,0,0
OCCO,0,0,0,0,0,0,0,0,0,0,0,0
CCc1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)(CCl)c1ccccc1,0,0,0,0,0,0,0,0,0,,0,0
CCN(N=O)C(N)=O,0,0,0,0,0,0,0,0,0,0,0,0
CCOC(=O)C1OC1(C)c1ccccc1,0,0,0,,0,0,0,,0,0,0,0
O=C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,0,0,0,0,0,0,0,0,0,0,0,0
O=S1(=O)OCCO1,0,0,0,0,0,0,0,0,0,0,,0
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,0,0,1,1,,,0,0,0,0,0,0
CC[C@H](C)[C@H]1O[C@]2(C=C[C@@H]1C)C[C@@H]1C[C@@H](CC=C(C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)C=CC=C3CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,0,0,0,0,0,0,,1,0,0,1,0
COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1OC,0,0,0,0,0,0,0,0,0,0,0,0
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,1,0,0,0,0,0,0,0,0,1,,0
CC1OC1C1CCC2(C)OC2C1,0,0,0,0,0,0,0,0,0,0,0,0
COS(C)(=O)=O,0,0,0,0,0,0,0,0,0,0,0,0
C=C(C)C(=O)OC,0,0,0,0,0,0,0,0,0,0,0,0
Cc1ccc2c(c1[N+](=O)[O-])C(=O)c1ccccc1C2=O,0,,1,,1,0,,1,0,0,1,
CN(N=O)C(=N)N[N+](=O)[O-],0,0,,,0,0,,0,0,0,0,1
NCc1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0
O=[N+]([O-])c1ccc(O)cc1,0,1,0,0,0,0,0,0,0,0,1,0
CN(C)c1ccc(C=O)cc1,0,0,0,0,1,0,0,1,0,0,,0
CCN(CC)CCO,0,0,0,0,0,0,0,0,0,0,0,0
Cc1cccc([N+](=O)[O-])c1,0,0,0,0,0,0,0,0,0,0,0,0
